_ID;FOURNISSEUR;FAMILLE  ;REFERENCE;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET;;;;;;;
500840;brossette;PURGEUR - DECANTEUR;;Purgeur Flexvent Super 15 * 21 montage horizontal;DIVERS;un;63,64;45,46;;;;;;;
500841;brossette;PURGEUR - DECANTEUR;;Purgeur d'air Flexvent top blanc mâle 12 * 17;DIVERS;un;38,92;27,80;;;;;;;
500842;brossette;PURGEUR - DECANTEUR;;Séparateur d'air Flamcovent 20 * 27;DIVERS;un;85,15;60,82;;;;;;;
500843;brossette;PURGEUR - DECANTEUR;;Séparateur d'air Flamcovent 26 *34;DIVERS;un;102,47;73,19;;;;;;;
500844;brossette;PURGEUR - DECANTEUR;;Pot à boues Flamco Clean 26 * 34;DIVERS;un;98,14;70,10;;;;;;;
500845;brossette;VASE D'EXPANSION OUVERT;;Vase expansion ouvert rectangulaire inox 22L;DIVERS;un;132,57;94,69;;;;;;;
500846;brossette;VASE D'EXPANSION OUVERT;;Vase expansion ouvert rectangulaire inox 30L;DIVERS;un;164,96;117,83;;;;;;;
500847;brossette;GAINAGE DES CHEMINEES;;Tuyau Ten inox 126-133 60ML/Cart;TEN;un;17,75;12,68;;;;;;;
500848;brossette;GAINAGE DES CHEMINEES;;Tuyau Ten inox 141-147 50ML/Cart;TEN;un;19,14;13,67;;;;;;;
500849;brossette;GAINAGE DES CHEMINEES;;Tuyau Ten inox 156-163 50ML/Cart;TEN;un;21,43;15,31;;;;;;;
500850;brossette;GAINAGE DES CHEMINEES;;Tuyau Ten inox 180-188 30ML/Cart;TEN;un;28,98;20,70;;;;;;;
500851;brossette;GAINAGE DES CHEMINEES;;Gaine super Ten lisse D.126 40ML/Cart;TEN;un;45,60;32,57;;;;;;;
500852;brossette;GAINAGE DES CHEMINEES;;Gaine super Ten lisse D.141 40ML/Cart;TEN;un;51,46;36,76;;;;;;;
500853;brossette;GAINAGE DES CHEMINEES;;Gaine super Ten lisse D.156 30ML/Cart;TEN;un;57,33;40,95;;;;;;;
500854;brossette;GAINAGE DES CHEMINEES;;Gaine super Ten lisse D.180 30ML/Cart;TEN;un;64,11;45,79;;;;;;;
500855;brossette;GAINAGE DES CHEMINEES;;Gaine super Ten lisse D.200 30ML/Cart;TEN;un;72,69;51,92;;;;;;;
500856;brossette;GAINAGE DES CHEMINEES;;Tuyau Ten lisse inox D.126-133 40ML/Cart;TEN;un;30,87;22,05;;;;;;;
500857;brossette;GAINAGE DES CHEMINEES;;Tuyau Ten lisse inox D.141-148 40ML/Cart;TEN;un;34,94;24,96;;;;;;;
500858;brossette;GAINAGE DES CHEMINEES;;Aspir Statiflex inox Ten n°2 112/140;TEN;un;0,00;;;;;;;;
500859;brossette;GAINAGE DES CHEMINEES;;Aspir Statiflex inox Ten n°3 140/160;TEN;un;92,23;65,88;;;;;;;
500860;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Elément droit longueur 250 mm ;POUJOULAT;un;64,82;46,30;;;;;;;
500861;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Elément droit longueur 450 mm;POUJOULAT;un;83,82;59,87;;;;;;;
500862;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Elément droit longueur 950 mm;POUJOULAT;un;114,16;81,54;;;;;;;
500863;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Té isolé 90 °;POUJOULAT;un;167,64;119,74;;;;;;;
500864;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Té isolé 135°;POUJOULAT;un;292,17;208,69;;;;;;;
500865;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Coude isolé 45°;POUJOULAT;un;98,98;70,70;;;;;;;
500866;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Cône d'écoulement avec purge;POUJOULAT;un;46,94;33,53;;;;;;;
500867;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Cône de finition;POUJOULAT;un;86,21;61,58;;;;;;;
500868;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Chapeau pare pluie simple;POUJOULAT;un;39,83;28,45;;;;;;;
500869;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Solin plomb de 15 à 30°;POUJOULAT;un;135,73;96,95;;;;;;;
500870;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Solin plomb de 30 à 45°;POUJOULAT;un;156,80;112,00;;;;;;;
500871;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Plaque écart au feu;POUJOULAT;un;34,01;24,29;;;;;;;
500872;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Collier mural inox tous les 2,5m;POUJOULAT;un;21,80;15,57;;;;;;;
500873;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Support mural inox maxi 12 ml;POUJOULAT;un;103,46;73,90;;;;;;;
500874;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Support mural galva maxi 12 ml;POUJOULAT;un;43,40;31,00;;;;;;;
500875;brossette;CONDUITS ISOLES POLYCOMBUSTIBLES THERMINOX TI 316/304 EXTERIEUR;d 130;Réduction DP 130/ SP 125;POUJOULAT;un;50,37;35,98;;;;;;;
500876;brossette;FUMISTERIE;;Conduit 1000 ALU / PVC Ral 9016;UBBINK;un;40,21;28,72;;;;;;;
500877;brossette;FUMISTERIE;;Conduit 500 ALU / PVC Ral 9018;UBBINK;un;29,44;21,03;;;;;;;
500878;brossette;FUMISTERIE;;Coude 90 ALU / PVC;UBBINK;un;32,66;23,33;;;;;;;
500879;brossette;FUMISTERIE;;Coude 45° ALU / PVC;UBBINK;un;30,28;21,63;;;;;;;
500880;brossette;FUMISTERIE;;Conduit 1000 ALU/ALU Ral 9016;UBBINK;un;36,65;26,18;;;;;;;
500881;brossette;FUMISTERIE;;Conduit 500 ALU / ALU Ral 9018;UBBINK;un;0,00;;;;;;;;
500882;brossette;FUMISTERIE;;Coude 90 ALU / ALU;UBBINK;un;29,76;21,26;;;;;;;
500883;brossette;FUMISTERIE;;Coude 45° ALUT / ALU;UBBINK;un;27,58;19,70;;;;;;;
500884;brossette;FUMISTERIE;;Conduit 1000 PPTL/PVC condensation 60 /100;UBBINK;un;32,21;23,01;;;;;;;
500885;brossette;FUMISTERIE;;Conduit 500 PPTL/PVC condensation 60 /100;UBBINK;un;25,54;18,24;;;;;;;
500886;brossette;FUMISTERIE;;Coude 87° PPTL/PVC condensation 60 /100;UBBINK;un;23,16;16,54;;;;;;;
500887;brossette;FUMISTERIE;;Coude 45° PPTL/PVC condensation 60 /100;UBBINK;un;18,12;12,94;;;;;;;
500888;brossette;FUMISTERIE;;Kit terminal vertical noir condensation 80 /125;UBBINK;un;108,63;77,59;;;;;;;
500889;brossette;FUMISTERIE;;Terminal ventouse 80 /125 noir vertical ALU / PVC;UBBINK;un;108,63;77,59;;;;;;;
500890;brossette;FUMISTERIE;;Terminal ventouse 80 /125 ocre vertical ALU / PVC;UBBINK;un;108,63;77,59;;;;;;;
500891;brossette;FUMISTERIE;;Terminal ventouse 80/125 noir horizontal ALU/PVC;UBBINK;un;113,26;80,90;;;;;;;
500892;brossette;FUMISTERIE;;Conduit 250 ALU/PVC 80/125;UBBINK;un;30,28;21,63;;;;;;;
500893;brossette;FUMISTERIE;;Conduit 500 ALU/PVC 80/125;UBBINK;un;34,94;24,96;;;;;;;
500894;brossette;FUMISTERIE;;Conduit 1000 ALU/PVC 80/125;UBBINK;un;49,94;35,67;;;;;;;
500895;brossette;FUMISTERIE;;Conduit coulissant ALU/PVC 80 /125;UBBINK;un;35,46;25,33;;;;;;;
500896;brossette;FUMISTERIE;;Coude 90° ALU/PVC 80/125;UBBINK;un;59,33;42,38;;;;;;;
500897;brossette;FUMISTERIE;;Coude 45° ALU/PVC 80/125;UBBINK;un;43,58;31,13;;;;;;;
500898;brossette;FUMISTERIE;;Flexible diam 80 en PPTL;UBBINK;un;15,12;10,80;;;;;;;
500899;brossette;FUMISTERIE;;Kit cheminée n°1;UBBINK;un;218,99;156,42;;;;;;;
500900;brossette;FUMISTERIE;;Conduit PPTL/PVC Ig 500 mm;UBBINK;un;33,25;23,75;;;;;;;
500901;brossette;FUMISTERIE;;Conduit PPTL/PVC Ig 1000 mm;UBBINK;un;47,89;34,21;;;;;;;
500902;brossette;FUMISTERIE;;Conduit PPTL/PVC coulissant;UBBINK;un;33,80;24,14;;;;;;;
500903;brossette;FUMISTERIE;;Coude 90° PPTL / PVC;UBBINK;un;35,85;25,61;;;;;;;
500904;brossette;FUMISTERIE;;Coude 45° PPTL / PVC;UBBINK;un;21,22;15,16;;;;;;;
500905;brossette;FUMISTERIE;;Bride araignée (1 par mètre);UBBINK;un;2,09;1,49;;;;;;;
500906;brossette;FUMISTERIE;;Terminal horizontal télescopique noir 80 /125 INOX / PVC;UBBINK;un;122,39;87,42;;;;;;;
500907;brossette;FUMISTERIE;;Terminal ventouse 80 /125 noir vertical INOX / PVC;UBBINK;un;129,01;92,15;;;;;;;
500908;brossette;FUMISTERIE;;Conduit 1000 mm INOX / GALVA BLANC;UBBINK;un;84,84;60,60;;;;;;;
500909;brossette;FUMISTERIE;;Conduit 500 mm INOX / GALVA BLANC;UBBINK;un;61,12;43,66;;;;;;;
500910;brossette;FUMISTERIE;;Conduit 250 mm INOX / GALVA BLANC;UBBINK;un;45,82;32,73;;;;;;;
500911;brossette;FUMISTERIE;;Conduit coulissant 50 à 300 mm;UBBINK;un;54,45;38,89;;;;;;;
500912;brossette;FUMISTERIE;;Coude 90 ALU / INOX Blanc;UBBINK;un;68,14;48,67;;;;;;;
500913;brossette;FUMISTERIE;;Coude 45 ALU / INOX BLANC;UBBINK;un;56,74;40,53;;;;;;;
500914;brossette;FUMISTERIE;;Solin toit ardoise polyéthylène 25 à 45 °;UBBINK;un;23,67;16,91;;;;;;;
500915;brossette;FUMISTERIE;;Solin noir plomb naturel ardoise 25 à 45 °;UBBINK;un;40,59;28,99;;;;;;;
500916;brossette;FUMISTERIE;;Solin noir plomb noir ardoise 25 à 45 °;UBBINK;un;45,86;32,76;;;;;;;
500917;brossette;FUMISTERIE;;Solin toit plat hauteur 250 mm 80 /125;UBBINK;un;34,05;24,32;;;;;;;
500918;brossette;FUMISTERIE;;Grille avec détecteur noir;UBBINK;un;51,60;36,86;;;;;;;
500919;brossette;PLANCHER CHAUFFANT;;Dalle Novacome R=1.70 avec polyane Colisage 7,68m²;ACOME;un;21,07;15,05;;;;;;;
500920;brossette;PLANCHER CHAUFFANT;;Dalle Novacome R=2,10 avec polyane Colisage 5,76m²;ACOME;un;21,70;15,50;;;;;;;
500921;brossette;PLANCHER CHAUFFANT;;Dalle Novacome 0,75P avec polyane Colisage 11,52m²;ACOME;un;12,74;9,10;;;;;;;
500922;brossette;PLANCHER CHAUFFANT;;Dalle plane ELA2 10 R de 2,1 épaisseur 50 mm;ACOME;un;0,00;;;;;;;;
500923;brossette;PLANCHER CHAUFFANT;;Cavalier fixation DN16 & DN20 p.dalle plane la barre de 300;ACOME;un;39,79;28,42;;;;;;;
500924;brossette;PLANCHER CHAUFFANT;;Bande périph. Acome 7x150 auto adhésive RX 45 ml;ACOME;un;2,03;1,45;;;;;;;
500925;brossette;PLANCHER CHAUFFANT;;Adjuvant béton bidon 5 litres;ACOME;un;20,85;14,89;;;;;;;
500926;brossette;PLANCHER CHAUFFANT;;Tube PER 13 X 16 Couronne de 80 ml;ACOME;un;58,24;41,60;;;;;;;
500927;brossette;PLANCHER CHAUFFANT;;Tube PER 13 X 16 Couronne de 100 ml;ACOME;un;72,80;52,00;;;;;;;
500928;brossette;PLANCHER CHAUFFANT;;Tube PER 13 X 16 Couronne de 120 ml;ACOME;un;87,36;62,40;;;;;;;
500929;brossette;PLANCHER CHAUFFANT;;Tube PER 16 X 20 Couronne de 80 ml;ACOME;un;91,84;65,60;;;;;;;
500930;brossette;PLANCHER CHAUFFANT;;Tube PER 16 X 20 Couronne de 100 ml;ACOME;un;114,80;82,00;;;;;;;
500931;brossette;PLANCHER CHAUFFANT;;Tube PER 16 X 20 Couronne de 120 ml;ACOME;un;137,76;98,40;;;;;;;
500932;brossette;PLANCHER CHAUFFANT;;Barette fixation sachet de 100;ACOME;un;12,67;9,05;;;;;;;
500933;brossette;PLANCHER CHAUFFANT;;Module Aller Retour ref 523691 MS orif 26x34 nue (n circuit 2);ACOME;un;32,42;23,16;;;;;;;
500934;brossette;PLANCHER CHAUFFANT;;Module Aller Retour ref 523682 MS orif 26x34 nue (1 par collecteur);ACOME;un;148,43;106,02;;;;;;;
500935;brossette;PLANCHER CHAUFFANT;;Vanne Filter Ball + vanne ref 523518 orif 26x34 (1 par collecteur);ACOME;un;0,00;;;;;;;;
500936;brossette;PLANCHER CHAUFFANT;;Raccord de compréssion pour Per 16 * 1,5 ref 523134;ACOME;un;4,86;3,47;;;;;;;
500937;brossette;PLANCHER CHAUFFANT;;Raccord de compression pour Per 20 * 1,5 ref 523135;ACOME;un;4,86;3,47;;;;;;;
500938;brossette;PLANCHER CHAUFFANT;;Dalle à plots filmée R=1.70 avec polyane (0,96 m²) colisage 7,68 m²;FINIMETAL;un;19,56;13,97;;;;;;;
500939;brossette;PLANCHER CHAUFFANT;;Dalle à plots filmée R=2,10 avec polyane (0,96 m²) colisage 5,76 m²;FINIMETAL;un;22,64;16,17;;;;;;;
500940;brossette;PLANCHER CHAUFFANT;;Dalle à plots filmée R=0,75P avec polyane (0,96 m²) colisage 11,52 m²;FINIMETAL;un;11,91;8,51;;;;;;;
500941;brossette;PLANCHER CHAUFFANT;;dalle plane ep50 r de 2,20 ep50mm;FINIMETAL;un;18,05;12,89;;;;;;;
500942;brossette;PLANCHER CHAUFFANT;;cavalier fixation dalle pleine la barre de 300;FINIMETAL;un;35,90;25,64;;;;;;;
500943;brossette;PLANCHER CHAUFFANT;;bande périph. 7*150 auto adhésive rx25ml;FINIMETAL;un;36,75;26,25;;;;;;;
500944;brossette;PLANCHER CHAUFFANT;;tube per 13*16 couronne de 80ml;FINIMETAL;un;23,32;16,66;;;;;;;
500945;brossette;PLANCHER CHAUFFANT;;tube per 13*16 couronne de 120ml;FINIMETAL;un;52,78;37,70;;;;;;;
500946;brossette;PLANCHER CHAUFFANT;;tube per 13*16 couronne de 240ml;FINIMETAL;un;79,59;56,85;;;;;;;
500947;brossette;PLANCHER CHAUFFANT;;tube per 16*20 couronne de 80ml;FINIMETAL;un;159,18;113,70;;;;;;;
500948;brossette;PLANCHER CHAUFFANT;;tube per 16*20 couronne de 120ml;FINIMETAL;un;77,49;55,35;;;;;;;
500949;brossette;PLANCHER CHAUFFANT;;tube per 13*16 couronne de 80ml;FINIMETAL;un;116,10;82,93;;;;;;;
500950;brossette;PLANCHER CHAUFFANT;;barette fixation sachet de 500;FINIMETAL;un;39,48;28,20;;;;;;;
500951;brossette;PLANCHER CHAUFFANT;;collecteurs 3 circuits cosypack;FINIMETAL;un;177,28;126,63;;;;;;;
500952;brossette;PLANCHER CHAUFFANT;;collecteurs 4 circuits cosypack;FINIMETAL;un;201,15;143,68;;;;;;;
500953;brossette;PLANCHER CHAUFFANT;;collecteurs 5 circuits cosypack;FINIMETAL;un;225,55;161,11;;;;;;;
500954;brossette;PLANCHER CHAUFFANT;;collecteurs 6 circuits cosypack;FINIMETAL;un;249,89;178,49;;;;;;;
500955;brossette;PLANCHER CHAUFFANT;;collecteurs 7 circuits cosypack;FINIMETAL;un;274,12;195,80;;;;;;;
500956;brossette;PLANCHER CHAUFFANT;;collecteurs 8 circuits cosypack;FINIMETAL;un;298,70;213,36;;;;;;;
500957;brossette;PLANCHER CHAUFFANT;;collecteurs 9 circuits cosypack;FINIMETAL;un;322,32;230,23;;;;;;;
500958;brossette;PLANCHER CHAUFFANT;;raccord de compression per 16*1,5;FINIMETAL;un;3,15;2,25;;;;;;;
500959;brossette;PLANCHER CHAUFFANT;;raccord de compression per 20*1,6;FINIMETAL;un;3,35;2,39;;;;;;;
500960;brossette;RADIATEURS ACIER PANNEAU;374;374;FINIMETAL;un;46,52;33,23;;;;;;;
500961;brossette;RADIATEURS ACIER PANNEAU;499;499;FINIMETAL;un;50,47;36,05;;;;;;;
500962;brossette;RADIATEURS ACIER PANNEAU;666;666;FINIMETAL;un;63,10;45,07;;;;;;;
500963;brossette;RADIATEURS ACIER PANNEAU;749;749;FINIMETAL;un;68,94;49,24;;;;;;;
500964;brossette;RADIATEURS ACIER PANNEAU;374;374;FINIMETAL;un;43,75;31,25;;;;;;;
500965;brossette;RADIATEURS ACIER PANNEAU;581;581;FINIMETAL;un;53,44;38,17;;;;;;;
500966;brossette;RADIATEURS ACIER PANNEAU;678;678;FINIMETAL;un;60,16;42,97;;;;;;;
500967;brossette;RADIATEURS ACIER PANNEAU;774;774;FINIMETAL;un;65,44;46,74;;;;;;;
500968;brossette;RADIATEURS ACIER PANNEAU;871;871;FINIMETAL;un;71,85;51,32;;;;;;;
500969;brossette;RADIATEURS ACIER PANNEAU;968;968;FINIMETAL;un;78,27;55,91;;;;;;;
500970;brossette;RADIATEURS ACIER PANNEAU;519;519;FINIMETAL;un;49,99;35,71;;;;;;;
500971;brossette;RADIATEURS ACIER PANNEAU;692;692;FINIMETAL;un;61,32;43,80;;;;;;;
500972;brossette;RADIATEURS ACIER PANNEAU;808;808;FINIMETAL;un;141,39;100,99;;;;;;;
500973;brossette;RADIATEURS ACIER PANNEAU;932;932;FINIMETAL;un;75,33;53,81;;;;;;;
500974;brossette;RADIATEURS ACIER PANNEAU;1039;1039;FINIMETAL;un;82,95;59,25;;;;;;;
500975;brossette;RADIATEURS ACIER PANNEAU;1154;1154;FINIMETAL;un;90,54;64,67;;;;;;;
500976;brossette;RADIATEURS ACIER PANNEAU;1269;1269;FINIMETAL;un;99,32;70,94;;;;;;;
500977;brossette;RADIATEURS ACIER PANNEAU;582;582;FINIMETAL;un;58,98;42,13;;;;;;;
500978;brossette;RADIATEURS ACIER PANNEAU;790;790;FINIMETAL;un;73,00;52,14;;;;;;;
500979;brossette;RADIATEURS ACIER PANNEAU;921;921;FINIMETAL;un;82,36;58,83;;;;;;;
500980;brossette;RADIATEURS ACIER PANNEAU;1053;1053;FINIMETAL;un;91,71;65,51;;;;;;;
500981;brossette;RADIATEURS ACIER PANNEAU;1148;1148;FINIMETAL;un;101,04;72,17;;;;;;;
500982;brossette;RADIATEURS ACIER PANNEAU;1316;1316;FINIMETAL;un;110,39;78,85;;;;;;;
500983;brossette;RADIATEURS ACIER PANNEAU;1448;1448;FINIMETAL;un;119,74;85,53;;;;;;;
500984;brossette;RADIATEURS ACIER PANNEAU;563;563;FINIMETAL;un;58,18;41,56;;;;;;;
500985;brossette;RADIATEURS ACIER PANNEAU;751;751;FINIMETAL;un;75,33;53,81;;;;;;;
500986;brossette;RADIATEURS ACIER PANNEAU;876;876;FINIMETAL;un;86,44;61,74;;;;;;;
500987;brossette;RADIATEURS ACIER PANNEAU;1002;1002;FINIMETAL;un;97,54;69,67;;;;;;;
500988;brossette;RADIATEURS ACIER PANNEAU;1127;1127;FINIMETAL;un;108,65;77,61;;;;;;;
500989;brossette;RADIATEURS ACIER PANNEAU;1252;1252;FINIMETAL;un;119,74;85,53;;;;;;;
500990;brossette;RADIATEURS ACIER PANNEAU;1502;1502;FINIMETAL;un;141,93;101,38;;;;;;;
500991;brossette;RADIATEURS ACIER PANNEAU;1690;1690;FINIMETAL;un;158,89;113,49;;;;;;;
500992;brossette;RADIATEURS ACIER PANNEAU;675;675;FINIMETAL;un;64,83;46,31;;;;;;;
500993;brossette;RADIATEURS ACIER PANNEAU;900;900;FINIMETAL;un;82,96;59,26;;;;;;;
500994;brossette;RADIATEURS ACIER PANNEAU;1050;1050;FINIMETAL;un;95,20;68,00;;;;;;;
500995;brossette;RADIATEURS ACIER PANNEAU;1200;1200;FINIMETAL;un;108,05;77,18;;;;;;;
500996;brossette;RADIATEURS ACIER PANNEAU;1350;1350;FINIMETAL;un;120,33;85,95;;;;;;;
500997;brossette;RADIATEURS ACIER PANNEAU;1500;1500;FINIMETAL;un;132,59;94,71;;;;;;;
500998;brossette;RADIATEURS ACIER PANNEAU;1800;1800;FINIMETAL;un;157,12;112,23;;;;;;;
500999;brossette;RADIATEURS ACIER PANNEAU;2025;2025;FINIMETAL;un;175,81;125,58;;;;;;;
501000;brossette;RADIATEURS ACIER PANNEAU;778;778;FINIMETAL;un;70,08;50,06;;;;;;;
501001;brossette;RADIATEURS ACIER PANNEAU;1037;1037;FINIMETAL;un;89,95;64,25;;;;;;;
501002;brossette;RADIATEURS ACIER PANNEAU;1210;1210;FINIMETAL;un;103,38;73,84;;;;;;;
501003;brossette;RADIATEURS ACIER PANNEAU;1382;1382;FINIMETAL;un;115,05;82,18;;;;;;;
501004;brossette;RADIATEURS ACIER PANNEAU;1555;1555;FINIMETAL;un;127,92;91,37;;;;;;;
501005;brossette;RADIATEURS ACIER PANNEAU;1728;1728;FINIMETAL;un;140,77;100,55;;;;;;;
501006;brossette;RADIATEURS ACIER PANNEAU;1901;1901;FINIMETAL;un;157,12;112,23;;;;;;;
501007;brossette;RADIATEURS ACIER PANNEAU;2074;2074;FINIMETAL;un;170,58;121,84;;;;;;;
501008;brossette;RADIATEURS ACIER PANNEAU;2333;2333;FINIMETAL;un;190,43;136,02;;;;;;;
501009;brossette;RADIATEURS ACIER PANNEAU;917;917;FINIMETAL;un;82,33;58,81;;;;;;;
501010;brossette;RADIATEURS ACIER PANNEAU;1223;1223;FINIMETAL;un;105,73;75,52;;;;;;;
501011;brossette;RADIATEURS ACIER PANNEAU;1427;1427;FINIMETAL;un;121,49;86,78;;;;;;;
501012;brossette;RADIATEURS ACIER PANNEAU;1630;1630;FINIMETAL;un;134,34;95,96;;;;;;;
501013;brossette;RADIATEURS ACIER PANNEAU;1834;1834;FINIMETAL;un;149,53;106,81;;;;;;;
501014;brossette;RADIATEURS ACIER PANNEAU;2038;2038;FINIMETAL;un;165,30;118,07;;;;;;;
501015;brossette;RADIATEURS ACIER PANNEAU;2242;2242;FINIMETAL;un;184,00;131,43;;;;;;;
501016;brossette;RADIATEURS ACIER PANNEAU;2446;2446;FINIMETAL;un;199,77;142,69;;;;;;;
501017;brossette;RADIATEURS ACIER PANNEAU;2751;2751;FINIMETAL;un;223,71;159,79;;;;;;;
501018;brossette;RADIATEURS ACIER PANNEAU;1040;1040;FINIMETAL;un;99,32;70,94;;;;;;;
501019;brossette;RADIATEURS ACIER PANNEAU;1387;1387;FINIMETAL;un;127,92;91,37;;;;;;;
501020;brossette;RADIATEURS ACIER PANNEAU;1618;1618;FINIMETAL;un;147,21;105,15;;;;;;;
501021;brossette;RADIATEURS ACIER PANNEAU;1850;1850;FINIMETAL;un;165,89;118,49;;;;;;;
501022;brossette;RADIATEURS ACIER PANNEAU;2081;2081;FINIMETAL;un;185,15;132,25;;;;;;;
501023;brossette;RADIATEURS ACIER PANNEAU;2312;2312;FINIMETAL;un;204,44;146,03;;;;;;;
501024;brossette;RADIATEURS ACIER PANNEAU;2774;2774;FINIMETAL;un;243,01;173,58;;;;;;;
501025;brossette;RADIATEURS ACIER PANNEAU;3121;3121;FINIMETAL;un;271,61;194,01;;;;;;;
501026;brossette;RADIATEURS ACIER PANNEAU;1973;1973;FINIMETAL;un;185,75;132,68;;;;;;;
501027;brossette;RADIATEURS ACIER PANNEAU;2119;2119;FINIMETAL;un;207,37;148,12;;;;;;;
501028;brossette;RADIATEURS ACIER PANNEAU;2466;2466;FINIMETAL;un;228,98;163,56;;;;;;;
501029;brossette;RADIATEURS ACIER PANNEAU;2333;2333;FINIMETAL;un;219,03;156,45;;;;;;;
501030;brossette;RADIATEURS ACIER PANNEAU;2624;2624;FINIMETAL;un;244,73;174,81;;;;;;;
501031;brossette;RADIATEURS ACIER PANNEAU;2916;2916;FINIMETAL;un;321,96;229,97;;;;;;;
501032;brossette;RADIATEURS ACIER PANNEAU;3208;3208;FINIMETAL;un;296,14;211,53;;;;;;;
501033;brossette;RADIATEURS ACIER PANNEAU;2314;2314;FINIMETAL;un;223,71;159,79;;;;;;;
501034;brossette;RADIATEURS ACIER PANNEAU;2645;2645;FINIMETAL;un;253,51;181,08;;;;;;;
501035;brossette;RADIATEURS ACIER PANNEAU;2975;2975;FINIMETAL;un;283,30;202,36;;;;;;;
501036;brossette;RADIATEURS ACIER PANNEAU;3206;3206;FINIMETAL;un;312,49;223,21;;;;;;;
501037;brossette;RADIATEURS ACIER PANNEAU;765;765;FINIMETAL;un;94,04;67,17;;;;;;;
501038;brossette;RADIATEURS ACIER PANNEAU;1168;1168;FINIMETAL;un;130,26;93,04;;;;;;;
501039;brossette;RADIATEURS ACIER PANNEAU;1460;1460;FINIMETAL;un;157,12;112,23;;;;;;;
501040;brossette;RADIATEURS ACIER PANNEAU;1404;1404;FINIMETAL;un;190,43;136,02;;;;;;;
501041;brossette;RADIATEURS SECHE SERVIETTE;404;404;FINIMETAL;un;231,56;165,40;;;;;;;
501042;brossette;RADIATEURS SECHE SERVIETTE;594;594;FINIMETAL;un;277,82;198,44;;;;;;;
501043;brossette;RADIATEURS SECHE SERVIETTE;861;861;FINIMETAL;un;301,01;215,01;;;;;;;
501044;brossette;RADIATEURS SECHE SERVIETTE;1054;1054;FINIMETAL;un;393,88;281,34;;;;;;;
501045;brossette;RADIATEURS SECHE SERVIETTE;456;456;FINIMETAL;un;425,22;303,73;;;;;;;
501046;brossette;RADIATEURS SECHE SERVIETTE;600;600;FINIMETAL;un;536,79;383,42;;;;;;;
501047;brossette;RADIATEURS SECHE SERVIETTE;807;807;FINIMETAL;un;599,77;428,41;;;;;;;
501048;brossette;RADIATEURS SECHE SERVIETTE;457/499;457/499;FINIMETAL;un;681,13;486,52;;;;;;;
501049;brossette;RADIATEURS SECHE SERVIETTE;601/749;601/749;FINIMETAL;un;776,94;554,96;;;;;;;
501050;brossette;RADIATEURS SECHE SERVIETTE;808/999;808/999;FINIMETAL;un;926,56;661,83;;;;;;;
501051;brossette;RADIATEURS SECHE SERVIETTE;499;499;FINIMETAL;un;681,13;486,52;;;;;;;
501052;brossette;RADIATEURS SECHE SERVIETTE;749;749;FINIMETAL;un;776,94;554,96;;;;;;;
501053;brossette;RADIATEURS SECHE SERVIETTE;999;999;FINIMETAL;un;926,56;661,83;;;;;;;
501054;brossette;RADIATEURS SECHE SERVIETTE;457;457;FINIMETAL;un;415,88;297,06;;;;;;;
501055;brossette;RADIATEURS SECHE SERVIETTE;666;666;FINIMETAL;un;556,75;397,68;;;;;;;
501056;brossette;RADIATEURS SECHE SERVIETTE;770;770;FINIMETAL;un;592,96;423,54;;;;;;;
501057;brossette;RADIATEURS SECHE SERVIETTE;1006;1006;FINIMETAL;un;664,08;474,34;;;;;;;
501058;brossette;RADIATEURS SECHE SERVIETTE;296;Rio700/500 691 500;ALLIANCE;un;82,70;59,07;;;;;;;
501059;brossette;RADIATEURS SECHE SERVIETTE;500;Rio 1200/500 1186 500;ALLIANCE;un;96,33;68,81;;;;;;;
