ID;FOURNISSEUR;FAMILLE;REFERENCE;DESIGNATION;MARQUE;PRIX AU;PRIX BASE;Prix Net 
85132;LECOUFLE;PLOMBERIE;040 3/8 G;COUDE GR.RAY.45° FTE GAL.  40 MF 12/17;RACCORDS AFY SA;1;2,04;1,51 €
85133;LECOUFLE;PLOMBERIE;040 1/2 G;COUDE GR.RAY.45° FTE GAL.  40 MF 15/21;RACCORDS AFY SA;1;1,90;1,41 €
85134;LECOUFLE;PLOMBERIE;040 3/4 G;COUDE GR.RAY.45° FTE GAL.  40 MF 20/27;RACCORDS AFY SA;1;2,55;1,89 €
85135;LECOUFLE;PLOMBERIE;040 1 G;COUDE GR.RAY.45° FTE GAL.  40 MF 26/34;RACCORDS AFY SA;1;3,59;2,66 €
85136;LECOUFLE;PLOMBERIE;040 11/4 G;COUDE GR.RAY.45° FTE GAL.  40 MF 33/42;RACCORDS AFY SA;1;6,25;4,63 €
85137;LECOUFLE;PLOMBERIE;040 11/2 G;COUDE GR.RAY.45° FTE GAL.  40 MF 40/49;RACCORDS AFY SA;1;7,43;5,50 €
85138;LECOUFLE;PLOMBERIE;040 2 G;COUDE GR.RAY.45° FTE GAL.  40 MF 50/60;RACCORDS AFY SA;1;11,79;8,73 €
85139;LECOUFLE;PLOMBERIE;040 21/2 G;COUDE GR.RAY.45° FTE GAL.  40 MF 66/76;RACCORDS AFY SA;1;26,19;19,40 €
85140;LECOUFLE;PLOMBERIE;040 3 G;COUDE GR.RAY.45° FTE GAL.  40 MF 80/90;RACCORDS AFY SA;1;28,58;21,17 €
85141;LECOUFLE;PLOMBERIE;041 4 G;COUDE GR.RAY.45° FTE GAL.  41 FF 102/114;RACCORDS AFY SA;1;68,07;50,42 €
85142;LECOUFLE;PLOMBERIE;041 3/8 G;COUDE GR.RAY.45° FTE GAL.  41 FF 12/17;RACCORDS AFY SA;1;4,70;3,48 €
85143;LECOUFLE;PLOMBERIE;041 1/2 G;COUDE GR.RAY.45° FTE GAL.  41 FF 15/21;RACCORDS AFY SA;1;2,27;1,68 €
85144;LECOUFLE;PLOMBERIE;041 3/4 G;COUDE GR.RAY.45° FTE GAL.  41 FF 20/27;RACCORDS AFY SA;1;2,85;2,11 €
85145;LECOUFLE;PLOMBERIE;041 1 G;COUDE GR.RAY.45° FTE GAL.  41 FF 26/34;RACCORDS AFY SA;1;3,63;2,69 €
85146;LECOUFLE;PLOMBERIE;041 11/2 G;COUDE GR.RAY.45° FTE GAL.  41 FF 40/49;RACCORDS AFY SA;1;8,64;6,40 €
85147;LECOUFLE;PLOMBERIE;041 2 G;COUDE GR.RAY.45° FTE GAL.  41 FF 50/60;RACCORDS AFY SA;1;12,15;9,00 €
85148;LECOUFLE;PLOMBERIE;041 21/2 G;COUDE GR.RAY.45° FTE GAL.  41 FF 66/76;RACCORDS AFY SA;1;23,99;17,77 €
85149;LECOUFLE;PLOMBERIE;041 3 G;COUDE GR.RAY.45° FTE GAL.  41 FF 80/90;RACCORDS AFY SA;1;30,62;22,68 €
85150;LECOUFLE;PLOMBERIE;040 1/4 N;COUDE GR.RAY.45° FTE NOIR  40 MF 08/13;RACCORDS AFY SA;1;3,67;2,72 €
85151;LECOUFLE;PLOMBERIE;040 3/8 N;COUDE GR.RAY.45° FTE NOIR  40 MF 12/17;RACCORDS AFY SA;1;1,66;1,23 €
85152;LECOUFLE;PLOMBERIE;040 1/2 N;COUDE GR.RAY.45° FTE NOIR  40 MF 15/21;RACCORDS AFY SA;1;1,53;1,13 €
85153;LECOUFLE;PLOMBERIE;040 3/4 N;COUDE GR.RAY.45° FTE NOIR  40 MF 20/27;RACCORDS AFY SA;1;2,04;1,51 €
85154;LECOUFLE;PLOMBERIE;040 1 N;COUDE GR.RAY.45° FTE NOIR  40 MF 26/34;RACCORDS AFY SA;1;2,92;2,16 €
85155;LECOUFLE;PLOMBERIE;040 11/4 N;COUDE GR.RAY.45° FTE NOIR  40 MF 33/42;RACCORDS AFY SA;1;5,01;3,71 €
85156;LECOUFLE;PLOMBERIE;040 11/2 N;COUDE GR.RAY.45° FTE NOIR  40 MF 40/49;RACCORDS AFY SA;1;6,02;4,46 €
85157;LECOUFLE;PLOMBERIE;041 1/2 N;COUDE GR.RAY.45° FTE NOIR  41 FF 15/21;RACCORDS AFY SA;1;1,84;1,36 €
85158;LECOUFLE;PLOMBERIE;041 3/4 N;COUDE GR.RAY.45° FTE NOIR  41 FF 20/27;RACCORDS AFY SA;1;2,27;1,68 €
85159;LECOUFLE;PLOMBERIE;041 1 N;COUDE GR.RAY.45° FTE NOIR  41 FF 26/34;RACCORDS AFY SA;1;2,93;2,17 €
85160;LECOUFLE;PLOMBERIE;041 11/4 N;COUDE GR.RAY.45° FTE NOIR  41 FF 33/42;RACCORDS AFY SA;1;5,21;3,86 €
85161;LECOUFLE;PLOMBERIE;041 11/4 G;COUDE GR.RAY.45° FTE NOIR  41 FF 33/42;RACCORDS AFY SA;1;6,55;4,85 €
85162;LECOUFLE;PLOMBERIE;041 11/2 N;COUDE GR.RAY.45° FTE NOIR  41 FF 40/49;RACCORDS AFY SA;1;6,82;5,05 €
85163;LECOUFLE;PLOMBERIE;041 2 N;COUDE GR.RAY.45° FTE NOIR  41 FF 50/60;RACCORDS AFY SA;1;9,67;7,16 €
85164;LECOUFLE;PLOMBERIE;001 1/8 G;COUDE GR.RAY.90° FTE GAL.  001 MF 05/10;RACCORDS AFY SA;1;3,67;2,72 €
85165;LECOUFLE;PLOMBERIE;001 1/4 G;COUDE GR.RAY.90° FTE GAL.  001 MF 08/13;RACCORDS AFY SA;1;1,54;1,14 €
85166;LECOUFLE;PLOMBERIE;001 3/8 G;COUDE GR.RAY.90° FTE GAL.  001 MF 12/17;RACCORDS AFY SA;1;1,88;1,39 €
85167;LECOUFLE;PLOMBERIE;001 1/2 G;COUDE GR.RAY.90° FTE GAL.  001 MF 15/21;RACCORDS AFY SA;1;1,66;1,23 €
85168;LECOUFLE;PLOMBERIE;001 3/4 G;COUDE GR.RAY.90° FTE GAL.  001 MF 20/27;RACCORDS AFY SA;1;2,92;2,16 €
85169;LECOUFLE;PLOMBERIE;001 1 G;COUDE GR.RAY.90° FTE GAL.  001 MF 26/34;RACCORDS AFY SA;1;3,96;2,93 €
85170;LECOUFLE;PLOMBERIE;001 11/4 G;COUDE GR.RAY.90° FTE GAL.  001 MF 33/42;RACCORDS AFY SA;1;6,82;5,05 €
85171;LECOUFLE;PLOMBERIE;001 11/2 G;COUDE GR.RAY.90° FTE GAL.  001 MF 40/49;RACCORDS AFY SA;1;9,05;6,70 €
85172;LECOUFLE;PLOMBERIE;001 2 G;COUDE GR.RAY.90° FTE GAL.  001 MF 50/60;RACCORDS AFY SA;1;14,57;10,79 €
85173;LECOUFLE;PLOMBERIE;001 21/2 G;COUDE GR.RAY.90° FTE GAL.  001 MF 66/76;RACCORDS AFY SA;1;32,81;24,30 €
85174;LECOUFLE;PLOMBERIE;001 3 G;COUDE GR.RAY.90° FTE GAL.  001 MF 80/90;RACCORDS AFY SA;1;42,05;31,15 €
85175;LECOUFLE;PLOMBERIE;002 1/4 G;COUDE GR.RAY.90° FTE GAL.  002 FF 08/13;RACCORDS AFY SA;1;1,90;1,41 €
85176;LECOUFLE;PLOMBERIE;002 3/8 G;COUDE GR.RAY.90° FTE GAL.  002 FF 12/17;RACCORDS AFY SA;1;1,88;1,39 €
85177;LECOUFLE;PLOMBERIE;002 1/2 G;COUDE GR.RAY.90° FTE GAL.  002 FF 15/21;RACCORDS AFY SA;1;1,90;1,41 €
85178;LECOUFLE;PLOMBERIE;002 3/4 G;COUDE GR.RAY.90° FTE GAL.  002 FF 20/27;RACCORDS AFY SA;1;2,92;2,16 €
85179;LECOUFLE;PLOMBERIE;002 1 G;COUDE GR.RAY.90° FTE GAL.  002 FF 26/34;RACCORDS AFY SA;1;3,96;2,93 €
85180;LECOUFLE;PLOMBERIE;002 11/4 G;COUDE GR.RAY.90° FTE GAL.  002 FF 33/42;RACCORDS AFY SA;1;6,87;5,09 €
85181;LECOUFLE;PLOMBERIE;002 11/2 G;COUDE GR.RAY.90° FTE GAL.  002 FF 40/49;RACCORDS AFY SA;1;8,44;6,25 €
85182;LECOUFLE;PLOMBERIE;002 2 G;COUDE GR.RAY.90° FTE GAL.  002 FF 50/60;RACCORDS AFY SA;1;11,72;8,68 €
85183;LECOUFLE;PLOMBERIE;002 21/2 G;COUDE GR.RAY.90° FTE GAL.  002 FF 66/76;RACCORDS AFY SA;1;32,97;24,42 €
85184;LECOUFLE;PLOMBERIE;002 3 G;COUDE GR.RAY.90° FTE GAL.  002 FF 80/90;RACCORDS AFY SA;1;41,45;30,70 €
85185;LECOUFLE;PLOMBERIE;001 1/8 N;COUDE GR.RAY.90° FTE NOIR  001 MF 05/10;RACCORDS AFY SA;1;2,97;2,20 €
85186;LECOUFLE;PLOMBERIE;001 1/4 N;COUDE GR.RAY.90° FTE NOIR  001 MF 08/13;RACCORDS AFY SA;1;1,23;0,91 €
85187;LECOUFLE;PLOMBERIE;001 3/8 N;COUDE GR.RAY.90° FTE NOIR  001 MF 12/17;RACCORDS AFY SA;1;1,47;1,09 €
85188;LECOUFLE;PLOMBERIE;001 1/2 N;COUDE GR.RAY.90° FTE NOIR  001 MF 15/21;RACCORDS AFY SA;1;1,32;0,98 €
85189;LECOUFLE;PLOMBERIE;001 3/4 N;COUDE GR.RAY.90° FTE NOIR  001 MF 20/27;RACCORDS AFY SA;1;2,31;1,71 €
85190;LECOUFLE;PLOMBERIE;001 1 N;COUDE GR.RAY.90° FTE NOIR  001 MF 26/34;RACCORDS AFY SA;1;3,11;2,30 €
85191;LECOUFLE;PLOMBERIE;001 11/4 N;COUDE GR.RAY.90° FTE NOIR  001 MF 33/42;RACCORDS AFY SA;1;5,48;4,06 €
85192;LECOUFLE;PLOMBERIE;001 11/2 N;COUDE GR.RAY.90° FTE NOIR  001 MF 40/49;RACCORDS AFY SA;1;7,10;5,26 €
85193;LECOUFLE;PLOMBERIE;001 2 N;COUDE GR.RAY.90° FTE NOIR  001 MF 50/60;RACCORDS AFY SA;1;11,76;8,71 €
85194;LECOUFLE;PLOMBERIE;001 21/2 N;COUDE GR.RAY.90° FTE NOIR  001 MF 66/76;RACCORDS AFY SA;1;25,65;19,00 €
85195;LECOUFLE;PLOMBERIE;001 3 N;COUDE GR.RAY.90° FTE NOIR  001 MF 80/90;RACCORDS AFY SA;1;33,21;24,60 €
85196;LECOUFLE;PLOMBERIE;002 1/4 N;COUDE GR.RAY.90° FTE NOIR  002 FF 08/13;RACCORDS AFY SA;1;1,57;1,16 €
85197;LECOUFLE;PLOMBERIE;002 3/8 N;COUDE GR.RAY.90° FTE NOIR  002 FF 12/17;RACCORDS AFY SA;1;1,43;1,06 €
85198;LECOUFLE;PLOMBERIE;002 1/2 N;COUDE GR.RAY.90° FTE NOIR  002 FF 15/21;RACCORDS AFY SA;1;1,53;1,13 €
85199;LECOUFLE;PLOMBERIE;002 3/4 N;COUDE GR.RAY.90° FTE NOIR  002 FF 20/27;RACCORDS AFY SA;1;2,38;1,76 €
85200;LECOUFLE;PLOMBERIE;002 1 N;COUDE GR.RAY.90° FTE NOIR  002 FF 26/34;RACCORDS AFY SA;1;3,11;2,30 €
85201;LECOUFLE;PLOMBERIE;002 11/4 N;COUDE GR.RAY.90° FTE NOIR  002 FF 33/42;RACCORDS AFY SA;1;5,52;4,09 €
85202;LECOUFLE;PLOMBERIE;002 11/2 N;COUDE GR.RAY.90° FTE NOIR  002 FF 40/49;RACCORDS AFY SA;1;6,80;5,04 €
85203;LECOUFLE;PLOMBERIE;002 2 N;COUDE GR.RAY.90° FTE NOIR  002 FF 50/60;RACCORDS AFY SA;1;9,41;6,97 €
85204;LECOUFLE;PLOMBERIE;002 21/2 N;COUDE GR.RAY.90° FTE NOIR  002 FF 66/76;RACCORDS AFY SA;1;26,07;19,31 €
85205;LECOUFLE;PLOMBERIE;002 3 N;COUDE GR.RAY.90° FTE NOIR  002 FF 80/90;RACCORDS AFY SA;1;32,75;24,26 €
85206;LECOUFLE;PLOMBERIE;096 1/4 G;COUDE UNION FTE GAL. 96 FF 08/13;RACCORDS AFY SA;1;5,81;4,30 €
85207;LECOUFLE;PLOMBERIE;096 3/8 G;COUDE UNION FTE GAL. 96 FF 12/17;RACCORDS AFY SA;1;5,48;4,06 €
85208;LECOUFLE;PLOMBERIE;096 1/2 G;COUDE UNION FTE GAL. 96 FF 15/21;RACCORDS AFY SA;1;4,06;3,01 €
85209;LECOUFLE;PLOMBERIE;096 3/4   G;COUDE UNION FTE GAL. 96 FF 20/27;RACCORDS AFY SA;1;4,70;3,48 €
85210;LECOUFLE;PLOMBERIE;096 1 G;COUDE UNION FTE GAL. 96 FF 26/34;RACCORDS AFY SA;1;6,75;5,00 €
85211;LECOUFLE;PLOMBERIE;096 11/4 G;COUDE UNION FTE GAL. 96 FF 33/42;RACCORDS AFY SA;1;11,25;8,33 €
85212;LECOUFLE;PLOMBERIE;096 11/2 G;COUDE UNION FTE GAL. 96 FF 40/49;RACCORDS AFY SA;1;13,43;9,95 €
85213;LECOUFLE;PLOMBERIE;096 2 G;COUDE UNION FTE GAL. 96 FF 50/60;RACCORDS AFY SA;1;22,64;16,77 €
85214;LECOUFLE;PLOMBERIE;096 21/2 G;COUDE UNION FTE GAL. 96 FF 66/76;RACCORDS AFY SA;1;48,55;35,96 €
85215;LECOUFLE;PLOMBERIE;096 3 G;COUDE UNION FTE GAL. 96 FF 80/90;RACCORDS AFY SA;1;63,02;46,68 €
85216;LECOUFLE;PLOMBERIE;098 1/4 G;COUDE UNION FTE GAL. 98 MF 08/13;RACCORDS AFY SA;1;5,35;3,96 €
85217;LECOUFLE;PLOMBERIE;098 3/8 G;COUDE UNION FTE GAL. 98 MF 12/17;RACCORDS AFY SA;1;4,86;3,60 €
85218;LECOUFLE;PLOMBERIE;098 1/2 G;COUDE UNION FTE GAL. 98 MF 15/21;RACCORDS AFY SA;1;4,08;3,02 €
85219;LECOUFLE;PLOMBERIE;098 3/4 G;COUDE UNION FTE GAL. 98 MF 20/27;RACCORDS AFY SA;1;5,18;3,84 €
85220;LECOUFLE;PLOMBERIE;098 1 G;COUDE UNION FTE GAL. 98 MF 26/34;RACCORDS AFY SA;1;7,10;5,26 €
85221;LECOUFLE;PLOMBERIE;098 11/4 G;COUDE UNION FTE GAL. 98 MF 33/42;RACCORDS AFY SA;1;11,89;8,81 €
85222;LECOUFLE;PLOMBERIE;098 11/2 G;COUDE UNION FTE GAL. 98 MF 40/49;RACCORDS AFY SA;1;14,57;10,79 €
85223;LECOUFLE;PLOMBERIE;098 2 G;COUDE UNION FTE GAL. 98 MF 50/60;RACCORDS AFY SA;1;24,11;17,86 €
85224;LECOUFLE;PLOMBERIE;098 21/2 G;COUDE UNION FTE GAL. 98 MF 66/76;RACCORDS AFY SA;1;53,55;39,67 €
85225;LECOUFLE;PLOMBERIE;098 3 G;COUDE UNION FTE GAL. 98 MF 80/90;RACCORDS AFY SA;1;71,82;53,20 €
85226;LECOUFLE;PLOMBERIE;096 1/4 N;COUDE UNION FTE NOIR 96 FF 08/13;RACCORDS AFY SA;1;4,68;3,47 €
85227;LECOUFLE;PLOMBERIE;096 3/8 N;COUDE UNION FTE NOIR 96 FF 12/17;RACCORDS AFY SA;1;4,37;3,24 €
85228;LECOUFLE;PLOMBERIE;096 1/2 N;COUDE UNION FTE NOIR 96 FF 15/21;RACCORDS AFY SA;1;3,23;2,39 €
85229;LECOUFLE;PLOMBERIE;096 3/4 N;COUDE UNION FTE NOIR 96 FF 20/27;RACCORDS AFY SA;1;3,71;2,75 €
85230;LECOUFLE;PLOMBERIE;096 1 N;COUDE UNION FTE NOIR 96 FF 26/34;RACCORDS AFY SA;1;5,36;3,97 €
85231;LECOUFLE;PLOMBERIE;096 11/4 N;COUDE UNION FTE NOIR 96 FF 33/42;RACCORDS AFY SA;1;9,05;6,70 €
85232;LECOUFLE;PLOMBERIE;096 11/2 N;COUDE UNION FTE NOIR 96 FF 40/49;RACCORDS AFY SA;1;10,62;7,87 €
85233;LECOUFLE;PLOMBERIE;096 2 N;COUDE UNION FTE NOIR 96 FF 50/60;RACCORDS AFY SA;1;17,90;13,26 €
85234;LECOUFLE;PLOMBERIE;096 21/2 N;COUDE UNION FTE NOIR 96 FF 66/76;RACCORDS AFY SA;1;38,33;28,39 €
85235;LECOUFLE;PLOMBERIE;096 3 N;COUDE UNION FTE NOIR 96 FF 80/90;RACCORDS AFY SA;1;49,71;36,82 €
85236;LECOUFLE;PLOMBERIE;098 1/4 N;COUDE UNION FTE NOIR 98 MF 08/13;RACCORDS AFY SA;1;4,33;3,21 €
85237;LECOUFLE;PLOMBERIE;098 3/8 N;COUDE UNION FTE NOIR 98 MF 12/17;RACCORDS AFY SA;1;3,92;2,90 €
85238;LECOUFLE;PLOMBERIE;098 1/2 N;COUDE UNION FTE NOIR 98 MF 15/21;RACCORDS AFY SA;1;3,24;2,40 €
85239;LECOUFLE;PLOMBERIE;098 3/4 N;COUDE UNION FTE NOIR 98 MF 20/27;RACCORDS AFY SA;1;4,12;3,05 €
85240;LECOUFLE;PLOMBERIE;098 1 N;COUDE UNION FTE NOIR 98 MF 26/34;RACCORDS AFY SA;1;5,66;4,19 €
85241;LECOUFLE;PLOMBERIE;098 11/4 N;COUDE UNION FTE NOIR 98 MF 33/42;RACCORDS AFY SA;1;9,37;6,94 €
85242;LECOUFLE;PLOMBERIE;098 11/2 N;COUDE UNION FTE NOIR 98 MF 40/49;RACCORDS AFY SA;1;11,73;8,69 €
85243;LECOUFLE;PLOMBERIE;098 2 N;COUDE UNION FTE NOIR 98 MF 50/60;RACCORDS AFY SA;1;19,06;14,12 €
85244;LECOUFLE;PLOMBERIE;098 21/2 N;COUDE UNION FTE NOIR 98 MF 66/76;RACCORDS AFY SA;1;42,35;31,37 €
85245;LECOUFLE;PLOMBERIE;098 3 N;COUDE UNION FTE NOIR 98 MF 80/90;RACCORDS AFY SA;1;56,67;41,98 €
85246;LECOUFLE;PLOMBERIE;090 1/8 G;COUDE 90° FTE GAL. 90 FF 05/10;RACCORDS AFY SA;1;2,43;1,80 €
85247;LECOUFLE;PLOMBERIE;090 1/4 G;COUDE 90° FTE GAL. 90 FF 08/13;RACCORDS AFY SA;1;0,99;0,73 €
85248;LECOUFLE;PLOMBERIE;090 4 G;COUDE 90° FTE GAL. 90 FF 102/114;RACCORDS AFY SA;1;36,00;26,67 €
85249;LECOUFLE;PLOMBERIE;090 3/8 G;COUDE 90° FTE GAL. 90 FF 12/17;RACCORDS AFY SA;1;0,86;0,64 €
85250;LECOUFLE;PLOMBERIE;090 1/2 G;COUDE 90° FTE GAL. 90 FF 15/21;RACCORDS AFY SA;1;0,61;0,45 €
85251;LECOUFLE;PLOMBERIE;090 3/4 G;COUDE 90° FTE GAL. 90 FF 20/27;RACCORDS AFY SA;1;0,96;0,71 €
85252;LECOUFLE;PLOMBERIE;090 1 G;COUDE 90° FTE GAL. 90 FF 26/34;RACCORDS AFY SA;1;1,42;1,05 €
85253;LECOUFLE;PLOMBERIE;090 11/4 G;COUDE 90° FTE GAL. 90 FF 33/42;RACCORDS AFY SA;1;2,65;1,96 €
85254;LECOUFLE;PLOMBERIE;090 11/2 G;COUDE 90° FTE GAL. 90 FF 40/49;RACCORDS AFY SA;1;4,27;3,16 €
85255;LECOUFLE;PLOMBERIE;090 2 G;COUDE 90° FTE GAL. 90 FF 50/60;RACCORDS AFY SA;1;5,01;3,71 €
85256;LECOUFLE;PLOMBERIE;090 21/2 G;COUDE 90° FTE GAL. 90 FF 66/76;RACCORDS AFY SA;1;14,66;10,86 €
85257;LECOUFLE;PLOMBERIE;090 3 G;COUDE 90° FTE GAL. 90 FF 80/90;RACCORDS AFY SA;1;20,10;14,89 €
85258;LECOUFLE;PLOMBERIE;092 1/8 G;COUDE 90° FTE GAL. 92 MF 05/10;RACCORDS AFY SA;1;2,92;2,16 €
85259;LECOUFLE;PLOMBERIE;092 1/4 G;COUDE 90° FTE GAL. 92 MF 08/13;RACCORDS AFY SA;1;1,08;0,80 €
85260;LECOUFLE;PLOMBERIE;092 4 G;COUDE 90° FTE GAL. 92 MF 102/114;RACCORDS AFY SA;1;34,03;25,21 €
85261;LECOUFLE;PLOMBERIE;092 3/8 G;COUDE 90° FTE GAL. 92 MF 12/17;RACCORDS AFY SA;1;0,99;0,73 €
85262;LECOUFLE;PLOMBERIE;092 1/2 G;COUDE 90° FTE GAL. 92 MF 15/21;RACCORDS AFY SA;1;0,72;0,53 €
85263;LECOUFLE;PLOMBERIE;092 3/4 G;COUDE 90° FTE GAL. 92 MF 20/27;RACCORDS AFY SA;1;1,09;0,81 €
85264;LECOUFLE;PLOMBERIE;092 1 G;COUDE 90° FTE GAL. 92 MF 26/34;RACCORDS AFY SA;1;1,84;1,36 €
85265;LECOUFLE;PLOMBERIE;092 11/4 G;COUDE 90° FTE GAL. 92 MF 33/42;RACCORDS AFY SA;1;3,11;2,30 €
85266;LECOUFLE;PLOMBERIE;092 11/2 G;COUDE 90° FTE GAL. 92 MF 40/49;RACCORDS AFY SA;1;4,62;3,42 €
85267;LECOUFLE;PLOMBERIE;092 2 G;COUDE 90° FTE GAL. 92 MF 50/60;RACCORDS AFY SA;1;6,09;4,51 €
85268;LECOUFLE;PLOMBERIE;092 21/2 G;COUDE 90° FTE GAL. 92 MF 66/76;RACCORDS AFY SA;1;15,13;11,21 €
85269;LECOUFLE;PLOMBERIE;092 3 G;COUDE 90° FTE GAL. 92 MF 80/90;RACCORDS AFY SA;1;19,94;14,77 €
85270;LECOUFLE;PLOMBERIE;090 1/8 N;COUDE 90° FTE NOIR 90 FF 05/10;RACCORDS AFY SA;1;1,96;1,45 €
85271;LECOUFLE;PLOMBERIE;090 1/4 N;COUDE 90° FTE NOIR 90 FF 08/13;RACCORDS AFY SA;1;0,82;0,61 €
85272;LECOUFLE;PLOMBERIE;090 4 N;COUDE 90° FTE NOIR 90 FF 102/114;RACCORDS AFY SA;1;28,47;21,09 €
85273;LECOUFLE;PLOMBERIE;090 3/8 N;COUDE 90° FTE NOIR 90 FF 12/17;RACCORDS AFY SA;1;0,69;0,51 €
85274;LECOUFLE;PLOMBERIE;090 1/2 N;COUDE 90° FTE NOIR 90 FF 15/21;RACCORDS AFY SA;1;0,46;0,34 €
85275;LECOUFLE;PLOMBERIE;090 3/4 N;COUDE 90° FTE NOIR 90 FF 20/27;RACCORDS AFY SA;1;0,73;0,54 €
85276;LECOUFLE;PLOMBERIE;090 1 N;COUDE 90° FTE NOIR 90 FF 26/34;RACCORDS AFY SA;1;1,12;0,83 €
85277;LECOUFLE;PLOMBERIE;090 11/4 N;COUDE 90° FTE NOIR 90 FF 33/42;RACCORDS AFY SA;1;2,13;1,58 €
85278;LECOUFLE;PLOMBERIE;090 11/2 N;COUDE 90° FTE NOIR 90 FF 40/49;RACCORDS AFY SA;1;3,42;2,53 €
85279;LECOUFLE;PLOMBERIE;090 2 N;COUDE 90° FTE NOIR 90 FF 50/60;RACCORDS AFY SA;1;3,96;2,93 €
85280;LECOUFLE;PLOMBERIE;090 21/2 N;COUDE 90° FTE NOIR 90 FF 66/76;RACCORDS AFY SA;1;11,60;8,59 €
85281;LECOUFLE;PLOMBERIE;090 3 N;COUDE 90° FTE NOIR 90 FF 80/90;RACCORDS AFY SA;1;16,13;11,95 €
85282;LECOUFLE;PLOMBERIE;092 1/8 N;COUDE 90° FTE NOIR 92 MF 05/10;RACCORDS AFY SA;1;2,31;1,71 €
85283;LECOUFLE;PLOMBERIE;092 1/4 N;COUDE 90° FTE NOIR 92 MF 08/13;RACCORDS AFY SA;1;0,85;0,63 €
85284;LECOUFLE;PLOMBERIE;092 4 N;COUDE 90° FTE NOIR 92 MF 102/114;RACCORDS AFY SA;1;26,89;19,92 €
85285;LECOUFLE;PLOMBERIE;092 3/8 N;COUDE 90° FTE NOIR 92 MF 12/17;RACCORDS AFY SA;1;0,82;0,61 €
85286;LECOUFLE;PLOMBERIE;092 1/2 N;COUDE 90° FTE NOIR 92 MF 15/21;RACCORDS AFY SA;1;0,58;0,43 €
85287;LECOUFLE;PLOMBERIE;092 3/4 N;COUDE 90° FTE NOIR 92 MF 20/27;RACCORDS AFY SA;1;0,88;0,65 €
85288;LECOUFLE;PLOMBERIE;092 1 N;COUDE 90° FTE NOIR 92 MF 26/34;RACCORDS AFY SA;1;1,43;1,06 €
85289;LECOUFLE;PLOMBERIE;092 11/4 N;COUDE 90° FTE NOIR 92 MF 33/42;RACCORDS AFY SA;1;2,52;1,87 €
85290;LECOUFLE;PLOMBERIE;092 11/2 N;COUDE 90° FTE NOIR 92 MF 40/49;RACCORDS AFY SA;1;3,71;2,75 €
85291;LECOUFLE;PLOMBERIE;092 2 N;COUDE 90° FTE NOIR 92 MF 50/60;RACCORDS AFY SA;1;4,82;3,57 €
85292;LECOUFLE;PLOMBERIE;092 21/2 N;COUDE 90° FTE NOIR 92 MF 66/ 76;RACCORDS AFY SA;1;12,18;9,02 €
85293;LECOUFLE;PLOMBERIE;092 3 N;COUDE 90° FTE NOIR 92 MF 80/90;RACCORDS AFY SA;1;16,00;11,85 €
85294;LECOUFLE;PLOMBERIE;180 1/2 G;CROIX EGALE  FTE GAL. 180 FEM 15/21;RACCORDS AFY SA;1;2,85;2,11 €
85295;LECOUFLE;PLOMBERIE;180 3/4 G;CROIX EGALE  FTE GAL. 180 FEM 20/27;RACCORDS AFY SA;1;4,25;3,15 €
85296;LECOUFLE;PLOMBERIE;180 1 G;CROIX EGALE  FTE GAL. 180 FEM 26/34;RACCORDS AFY SA;1;5,29;3,92 €
85297;LECOUFLE;PLOMBERIE;180 11/4 G;CROIX EGALE  FTE GAL. 180 FEM 33/42;RACCORDS AFY SA;1;7,06;5,23 €
85298;LECOUFLE;PLOMBERIE;180 11/2 G;CROIX EGALE  FTE GAL. 180 FEM 40/49;RACCORDS AFY SA;1;9,44;6,99 €
85299;LECOUFLE;PLOMBERIE;180 1/2 N;CROIX EGALE  FTE NOIR 180 FEM 15/21;RACCORDS AFY SA;1;2,27;1,68 €
85300;LECOUFLE;PLOMBERIE;180 3/4 N;CROIX EGALE  FTE NOIR 180 FEM 20/27;RACCORDS AFY SA;1;3,50;2,59 €
85301;LECOUFLE;PLOMBERIE;180 1 N;CROIX EGALE  FTE NOIR 180 FEM 26/34;RACCORDS AFY SA;1;4,25;3,15 €
85302;LECOUFLE;PLOMBERIE;180 11/4 N;CROIX EGALE  FTE NOIR 180 FEM 33/42;RACCORDS AFY SA;1;5,66;4,19 €
85303;LECOUFLE;PLOMBERIE;180 11/2 N;CROIX EGALE  FTE NOIR 180 FEM 40/49;RACCORDS AFY SA;1;7,48;5,54 €
85304;LECOUFLE;PLOMBERIE;220 3/8 G;DISTRIBUTEUR Y FTE GAL.  220 FFF 12/17;RACCORDS AFY SA;1;7,75;5,74 €
85305;LECOUFLE;PLOMBERIE;220 1/2 G;DISTRIBUTEUR Y FTE GAL.  220 FFF 15/21;RACCORDS AFY SA;1;6,62;4,90 €
85306;LECOUFLE;PLOMBERIE;220 3/4 G;DISTRIBUTEUR Y FTE GAL.  220 FFF 20/27;RACCORDS AFY SA;1;10,44;7,73 €
85307;LECOUFLE;PLOMBERIE;220 1 G;DISTRIBUTEUR Y FTE GAL.  220 FFF 26/34;RACCORDS AFY SA;1;17,31;12,82 €
85308;LECOUFLE;PLOMBERIE;220 3/8 N;DISTRIBUTEUR Y FTE NOIR 220 FFF 12/17;RACCORDS AFY SA;1;6,17;4,57 €
