ID;FOURNISSEUR;FAMILLE;REFERENCE;DESIGNATION;MARQUE;prix au;PRIX DE BASE;PRIX NET;;;;
70798;CDL;APPAREILLAGE;NGN420;DISJONCTEUR DIVISIONNAIRE TETRA 4 X 20 A COURBE D;HAGER ;UN;121,02;83,46;;;;
70799;CDL;APPAREILLAGE;NFN432;DISJONCTEUR DIVISIONNAIRE TETRA 4 X 32 A;HAGER ;UN;89,35;61,62;;;;
70800;CDL;APPAREILLAGE;NGN432;DISJONCTEUR DIVISIONNAIRE TETRA 4 X 32 A COURBE D;HAGER ;UN;124,41;85,80;;;;
70801;CDL;APPAREILLAGE;NFN440;DISJONCTEUR DIVISIONNAIRE TETRA 4 X 40 A;HAGER ;UN;113,10;78,00;;;;
70802;CDL;APPAREILLAGE;NGN440;DISJONCTEUR DIVISIONNAIRE TETRA 4 X 40 A COURBE D;HAGER ;UN;139,50;96,21;;;;
70803;CDL;APPAREILLAGE;NGN463;DISJONCTEUR DIVISIONNAIRE TETRA 4 X 63 A COURBE D;HAGER ;UN;245,99;169,65;;;;
70804;CDL;APPAREILLAGE;NFN310;DISJONCTEUR DIVISIONNAIRE TRI 3 X 10 A;HAGER ;UN;62,77;43,29;;;;
70805;CDL;APPAREILLAGE;NFN316;DISJONCTEUR DIVISIONNAIRE TRI 3 X 16 A;HAGER ;UN;62,77;43,29;;;;
70806;CDL;APPAREILLAGE;NGN316;DISJONCTEUR DIVISIONNAIRE TRI 3 X 16 A 10KA COURBE D;HAGER ;UN;86,52;59,67;;;;
70807;CDL;APPAREILLAGE;NFN320;DISJONCTEUR DIVISIONNAIRE TRI 3 X 20 A;HAGER ;UN;63,34;43,68;;;;
70808;CDL;APPAREILLAGE;NGN320;DISJONCTEUR DIVISIONNAIRE TRI 3 X 20 A 10KA COURBE D;HAGER ;UN;84,96;58,59;;;;
70809;CDL;APPAREILLAGE;NGN325;DISJONCTEUR DIVISIONNAIRE TRI 3 X 25 A 10KA COURBE D;HAGER ;UN;91,61;63,18;;;;
70810;CDL;APPAREILLAGE;NGN332;DISJONCTEUR DIVISIONNAIRE TRI 3 X 32 A 10KA COURBE D;HAGER ;UN;93,31;64,35;;;;
70811;CDL;APPAREILLAGE;JB068N;CLOISON SEPARATION LONG 2,60;HAGER ;UN;7,86;5,42;;;;
70812;CDL;APPAREILLAGE;JA105N;CORPS DE GOULOTTE ADDITIONNELLE LG 2,60M LARG1,05;HAGER ;UN;53,04;36,58;;;;
70813;CDL;APPAREILLAGE;JA100N;CORPS DE GOULOTTE L 2,60;HAGER ;UN;95,13;65,61;;;;
70814;CDL;APPAREILLAGE;JA200N;CORPS DE GOULOTTE L 2,60 A COMPARTIMENT DEDIE EDF;HAGER ;UN;98,66;68,04;;;;
70815;CDL;APPAREILLAGE;JC200N;COUVERCLE DE GOULOTTE DOUBLE LARG186+58MM POUR JA200N;HAGER ;UN;43,30;29,86;;;;
70816;CDL;APPAREILLAGE;JC105N;COUVERCLE DE GOULOTTE LARG 105MM LG2,60M POUR JA105N;HAGER ;UN;15,70;10,83;;;;
70817;CDL;APPAREILLAGE;JC100N;COUVERCLE DE GOULOTTE LARG 250MM L 2,60 M COMPLET;HAGER ;UN;43,30;29,86;;;;
70818;CDL;APPAREILLAGE;JB252N;JONCTION GOULOTTE/PLAFOND POUR JA100N/JA200N;HAGER ;UN;25,39;17,51;;;;
70819;CDL;APPAREILLAGE;CDC728F;INTER. DIFF.  2 X 25 - 30 MA  BORNES ALIGNEES TYPE AC;HAGER ;UN;51,62;35,60;;;;
70820;CDL;APPAREILLAGE;CDC722F;INTER. DIFF.  2 X 25 - 30 MA  BORNES DECALEES TYPE AC;HAGER ;UN;57,75;39,83;;;;
70821;CDL;APPAREILLAGE;CDS722F;INTER. DIFF.  2 X 25 - 30 MA BORNES AUTO TYPE AC;HAGER ;UN;57,75;39,83;;;;
70822;CDL;APPAREILLAGE;CFC722F;INTER. DIFF.  2 X 25 - 300 MA BORNES DECALEES TYPE AC;HAGER ;UN;97,48;67,23;;;;
70823;CDL;APPAREILLAGE;CDC748F;INTER. DIFF.  2 X 40 - 30 MA BORNES ALIGNEES TYPE AC;HAGER ;UN;52,85;36,45;;;;
70824;CDL;APPAREILLAGE;CDA749F;INTER. DIFF.  2 X 40 - 30 MA BORNES ALIGNEES TYPE AC;HAGER ;UN;62,12;42,84;;;;
70825;CDL;APPAREILLAGE;CDS743F;INTER. DIFF.  2 X 40 - 30 MA BORNES AUTO TYPE A;HAGER ;UN;77,21;53,25;;;;
70826;CDL;APPAREILLAGE;CDS742F;INTER. DIFF.  2 X 40 - 30 MA BORNES AUTO TYPE AC;HAGER ;UN;64,16;44,25;;;;
70827;CDL;APPAREILLAGE;CDA743F;INTER. DIFF.  2 X 40 - 30 MA BORNES DECALEES TYPE A;HAGER ;UN;71,04;48,99;;;;
70828;CDL;APPAREILLAGE;CDC742F;INTER. DIFF.  2 X 40 - 30 MA BORNES DECALEES TYPE AC;HAGER ;UN;57,74;39,82;;;;
70829;CDL;APPAREILLAGE;CDH240F;INTER. DIFF.  2 X 40 - 30 MA RACCORD HAUT ET BAS TYPE HI;HAGER ;UN;149,81;103,32;;;;
70830;CDL;APPAREILLAGE;CDC768F;INTER. DIFF.  2 X 63 - 30 MA  BORNES ALIGNEES TYPE AC;HAGER ;UN;83,74;57,75;;;;
70831;CDL;APPAREILLAGE;CDA769F;INTER. DIFF.  2 X 63 - 30 MA BORNES ALIGNEES TYPE A;HAGER ;UN;95,70;66,00;;;;
70832;CDL;APPAREILLAGE;CDS765F;INTER. DIFF.  2 X 63 - 30 MA BORNES AUTO TYPE A;HAGER ;UN;118,07;81,43;;;;
70833;CDL;APPAREILLAGE;CDS764F;INTER. DIFF.  2 X 63 - 30 MA BORNES AUTO TYPE AC;HAGER ;UN;108,58;74,88;;;;
70834;CDL;APPAREILLAGE;CDA765F;INTER. DIFF.  2 X 63 - 30 MA BORNES DECALEES TYPE A;HAGER ;UN;118,07;81,43;;;;
70835;CDL;APPAREILLAGE;CDC764F;INTER. DIFF.  2 X 63 - 30 MA BORNES DECALEES TYPE AC;HAGER ;UN;104,40;72,00;;;;
70836;CDL;APPAREILLAGE;CDC425F;INTER. DIFF.  4 X 25 - 30 MA  RACCORDT HAUT ET BAS TYPE AC;HAGER ;UN;126,15;87,00;;;;
70837;CDL;APPAREILLAGE;CDC440F;INTER. DIFF.  4 X 40 - 30 MA  RACCORDT HAUT ET BAS TYPE AC;HAGER ;UN;129,41;89,25;;;;
70838;CDL;APPAREILLAGE;CDC463F;INTER. DIFF.  4 X 63 - 30 MA  RACCORDT HAUT ET BAS TYPE AC;HAGER ;UN;220,76;152,25;;;;
70839;CDL;APPAREILLAGE;KCN225;BARRE ALIMENTATION ID POUR 2 RANGEES;HAGER ;UN;10,63;7,33;;;;
70840;CDL;APPAREILLAGE;KCN325;BARRE ALIMENTATION ID POUR 3 RANGEES;HAGER ;UN;15,05;10,38;;;;
70841;CDL;APPAREILLAGE;KCN425;BARRE ALIMENTATION ID POUR 4 RANGEES;HAGER ;UN;22,05;15,21;;;;
70842;CDL;APPAREILLAGE;KB163N;BARRE DE PONTAGE 13 MODULES NEUTRE;HAGER ;UN;4,58;3,16;;;;
70843;CDL;APPAREILLAGE;KBS763;BARRE DE PONTAGE 13 MODULES PH/NEUTRE POUR DISJONCTEUR BORNE AUTO;HAGER ;UN;9,21;6,35;;;;
70844;CDL;APPAREILLAGE;KB163P;BARRE DE PONTAGE 13 MODULES PHASE;HAGER ;UN;4,58;3,16;;;;
70845;CDL;APPAREILLAGE;EMN001;MINUTERIE ESCALIER;HAGER ;UN;35,70;24,62;;;;
70846;CDL;APPAREILLAGE;SPN215D;PARAFOUDRE DEBROCHABLE BIPOLAIRE 15KA;HAGER ;UN;166,82;115,05;;;;
70847;CDL;APPAREILLAGE;SPN715D;PARAFOUDRE DEBROCHABLE BIPOLAIRE 15KA AUTO PROTEGE;HAGER ;UN;147,03;101,40;;;;
70848;CDL;APPAREILLAGE;EPN510;TELERUPTEUR 16A - 250V  1F;HAGER ;UN;25,33;17,47;;;;
70849;CDL;APPAREILLAGE;EPS510B;TELERUPTEUR 16A - 250V  1F SANS VIS;HAGER ;UN;24,19;16,68;;;;
70850;CDL;APPAREILLAGE;EPS410;TELERUPTEUR SILENCIEUX  1F  16A BORNE AUTO;HAGER ;UN;32,16;22,18;;;;
70851;CDL;APPAREILLAGE;TN401;COFFRET DE COMMUNICATION SEMI-EQUIPE TEL/TV;HAGER ;UN;78,30;54,00;;;;
70852;CDL;APPAREILLAGE;TN423;COFFRET VDI SEMI EQUIPE  8 RJ45 2 RANGEES + PLATINE 8RJ45 GRADE 3;HAGER ;UN;365,88;252,33;;;;
70853;CDL;APPAREILLAGE;TN413;COFFRET VDI SEMI EQUIPE  8 RJ45 2 RANGEES GRADE 3;HAGER ;UN;331,38;228,54;;;;
70854;CDL;APPAREILLAGE;TN433;COFFRET VDI SEMI EQUIPE 12 RJ45 3 RANGEES + PLATINE GRADE 3;HAGER ;UN;609,61;420,42;;;;
70855;CDL;APPAREILLAGE;TN811;CORDON INFO RJ45/RJ45 3M GRADE.3;HAGER ;UN;20,71;14,28;;;;
70856;CDL;APPAREILLAGE;TN821;CORDON TEL. RJ11/RJ45 3M;HAGER ;UN;7,80;5,38;;;;
70857;CDL;APPAREILLAGE;TN832;CORDON TV RJ45/FICHE F 3M;HAGER ;UN;39,83;27,47;;;;
70858;CDL;APPAREILLAGE;TN831;CORDON TV RJ45/IEC 3M;HAGER ;UN;39,83;27,47;;;;
70859;CDL;APPAREILLAGE;TN121;FILTRE ADSL MODULAIRE;HAGER ;UN;86,48;59,64;;;;
70860;CDL;APPAREILLAGE;TN121;FILTRE ADSL MODULAIRE;HAGER ;UN;86,48;59,64;;;;
70862;CDL;DIVERS;TIS.50.235;TRANSFO 12V 50VA ELECTRONIQUE CLII;KRS;;;6,31;;;;
70863;CDL;APPAREILLAGE;10621;ANGLE EXTERIEUR POUR DLP 35 X 105;LEGRAND ;UN ET CE;1000;5,25;;;;
70864;CDL;APPAREILLAGE;10622;ANGLE EXTERIEUR POUR DLP 50 X 150;LEGRAND ;UN ET CE;1080;5,67;;;;
70865;CDL;APPAREILLAGE;10601;ANGLE INTERIEUR POUR DLP 35 X 105;LEGRAND ;UN ET CE;1110;5,83;;;;
70866;CDL;APPAREILLAGE;10602;ANGLE INTERIEUR POUR DLP 50X 150;LEGRAND ;UN ET CE;1240;6,51;;;;
70867;CDL;APPAREILLAGE;10603;ANGLE INTERIEUR POUR DLP H65;LEGRAND ;UN ET CE;1300;6,82;;;;
70868;CDL;APPAREILLAGE;30221;ANGLE INTERIEUR/EXTERIEUR POUR DLPLUS 20 X 12,5;LEGRAND ;UN ET CE;198;1,20;;;;
70869;CDL;APPAREILLAGE;30251;ANGLE INTERIEUR/EXTERIEUR POUR DLPLUS 32 X 12,5;LEGRAND ;UN ET CE;238;1,34;;;;
70870;CDL;APPAREILLAGE;33325;ANGLE INTERIEUR/EXTERIEUR POUR DLPLUS 32 X 16;LEGRAND ;UN ET CE;210;1,18;;;;
70871;CDL;APPAREILLAGE;30281;ANGLE INTERIEUR/EXTERIEUR POUR DLPLUS 40 X 16;LEGRAND ;UN ET CE;334;1,89;;;;
70872;CDL;APPAREILLAGE;30301;ANGLE INTERIEUR/EXTERIEUR POUR DLPLUS 75 X 20;LEGRAND ;UN ET CE;736;4,16;;;;
70873;CDL;APPAREILLAGE;10651;ANGLE PLAT POUR DLP 35 X 105;LEGRAND ;UN ET CE;13;8,93;;;;
70874;CDL;APPAREILLAGE;30223;ANGLE PLAT POUR DLPLUS 20 X 12,5;LEGRAND ;UN ET CE;285;1,61;;;;
70875;CDL;APPAREILLAGE;30253;ANGLE PLAT POUR DLPLUS 32 X 12,5;LEGRAND ;UN ET CE;339;1,91;;;;
70876;CDL;APPAREILLAGE;33327;ANGLE PLAT POUR DLPLUS 32 X 16;LEGRAND ;UN ET CE;325;1,83;;;;
70877;CDL;APPAREILLAGE;30283;ANGLE PLAT POUR DLPLUS 40 X 16;LEGRAND ;UN ET CE;406;2,29;;;;
70878;CDL;APPAREILLAGE;30303;ANGLE PLAT POUR DLPLUS 75 X 20;LEGRAND ;UN ET CE;1090;6,16;;;;
70879;CDL;APPAREILLAGE;86157;APPAREILLAGE BOITE DE DERIVATION;LEGRAND ;UN ET CE;446;2,52;;;;
70880;CDL;APPAREILLAGE;86091;APPAREILLAGE SAILLIE CADRE 1 POSTE;LEGRAND ;UN ET CE;198;1,12;;;;
70881;CDL;APPAREILLAGE;86092;APPAREILLAGE SAILLIE CADRE 2 POSTES;LEGRAND ;UN ET CE;426;2,41;;;;
70882;CDL;APPAREILLAGE;86017;APPAREILLAGE SAILLIE COMPLET  VA ET VIENT  VOYANT;LEGRAND ;UN ET CE;1530;8,65;;;;
70883;CDL;APPAREILLAGE;86057;APPAREILLAGE SAILLIE COMPLET BOITE DE DERIVATION;LEGRAND ;UN ET CE;587;3,32;;;;
70884;CDL;APPAREILLAGE;86020;APPAREILLAGE SAILLIE COMPLET DOUBLE VA ET VIENT;LEGRAND ;UN ET CE;1510;8,54;;;;
70885;CDL;APPAREILLAGE;86001;APPAREILLAGE SAILLIE COMPLET INTER  VA ET VIENT;LEGRAND ;UN ET CE;727;4,11;;;;
70886;CDL;APPAREILLAGE;86022;APPAREILLAGE SAILLIE COMPLET PC  2 P;LEGRAND ;UN ET CE;609;3,44;;;;
70887;CDL;APPAREILLAGE;86027;APPAREILLAGE SAILLIE COMPLET PC  2 P + T;LEGRAND ;UN ET CE;602;3,40;;;;
70888;CDL;APPAREILLAGE;86005;APPAREILLAGE SAILLIE COMPLET POUSSOIR;LEGRAND ;UN ET CE;1130;6,39;;;;
70889;CDL;APPAREILLAGE;86038;APPAREILLAGE SAILLIE COMPLET PRISE TELEPHONE;LEGRAND ;UN ET CE;1360;7,69;;;;
70890;CDL;APPAREILLAGE;86040;APPAREILLAGE SAILLIE COMPLET PRISE TV;LEGRAND ;UN ET CE;1100;6,22;;;;
70891;CDL;APPAREILLAGE;86019;APPAREILLAGE SAILLIE COMPLET VA ET VIENT  A TIRAGE;LEGRAND ;UN ET CE;2570;14,53;;;;
70892;CDL;APPAREILLAGE;86014;APPAREILLAGE SAILLIE COMPLET VA ET VIENT  LUMINEUX;LEGRAND ;UN ET CE;6070;34,33;;;;
70893;CDL;APPAREILLAGE;86120;APPAREILLAGE SAILLIE DOUBLE VA ET VIENT;LEGRAND ;UN ET CE;1320;7,46;;;;
70894;CDL;APPAREILLAGE;86101;APPAREILLAGE SAILLIE MECANISME VA ET VIENT;LEGRAND ;UN ET CE;564;3,19;;;;
70895;CDL;APPAREILLAGE;86122;APPAREILLAGE SAILLIE PC 2 P;LEGRAND ;UN ET CE;4;2,45;;;;
70896;CDL;APPAREILLAGE;86127;APPAREILLAGE SAILLIE PC 2 P + T;LEGRAND ;UN ET CE;4;2,53;;;;
70897;CDL;APPAREILLAGE;86106;APPAREILLAGE SAILLIE POUSSOIR;LEGRAND ;UN ET CE;801;4,53;;;;
70898;CDL;APPAREILLAGE;86138;APPAREILLAGE SAILLIE PRISE TELEPHONE;LEGRAND ;UN ET CE;1190;6,73;;;;
70899;CDL;APPAREILLAGE;86140;APPAREILLAGE SAILLIE PRISE TV;LEGRAND ;UN ET CE;1170;6,61;;;;
70900;CDL;APPAREILLAGE;86117;APPAREILLAGE SAILLIE VA ET VIENT A VOYANT;LEGRAND ;UN ET CE;1370;7,74;;;;
70901;CDL;APPAREILLAGE;80041;BATIBOX BOITE D'ENC. CLOIS. SECHE  1P Ø 67 PROF. 40;LEGRAND ;UN ET CE;111;0,61;;;;
70902;CDL;APPAREILLAGE;80051;BATIBOX BOITE D'ENC. CLOIS. SECHE  1P Ø 67 PROF. 50;LEGRAND ;UN ET CE;112;0,61;;;;
70903;CDL;APPAREILLAGE;80042;BATIBOX BOITE D'ENC. CLOIS. SECHE  2P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;UN ET CE;438;2,38;;;;
70904;CDL;APPAREILLAGE;80052;BATIBOX BOITE D'ENC. CLOIS. SECHE  2P Ø 67 PROF. 50 HOR/VERT;LEGRAND ;UN ET CE;453;2,47;;;;
70905;CDL;APPAREILLAGE;80043;BATIBOX BOITE D'ENC. CLOIS. SECHE  3P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;UN ET CE;549;2,99;;;;
70906;CDL;APPAREILLAGE;80044;BATIBOX BOITE D'ENC. CLOIS. SECHE  4P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;UN ET CE;668;3,64;;;;
70907;CDL;APPAREILLAGE;80141;BATIBOX BOITE MACONNERIE  1P  PROF. 40;LEGRAND ;UN ET CE;94;0,52;;;;
70908;CDL;APPAREILLAGE;80142;BATIBOX BOITE MACONNERIE  2P  PROF. 40  HORIZ/VERT;LEGRAND ;UN ET CE;199;1,08;;;;
70909;CDL;APPAREILLAGE;80108;BATIBOX BOITE MACONNERIE  RONDE 1P  PROF. 40;LEGRAND ;UN ET CE;83;0,48;;;;
70910;CDL;APPAREILLAGE;80101;BATIBOX BOITE MULTI MAT  1P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;UN ET CE;133;0,73;;;;
70911;CDL;APPAREILLAGE;80121;BATIBOX BOITE MULTI MAT  1P Ø 67 PROF. 50 HOR/VERT;LEGRAND ;UN ET CE;144;0,79;;;;
70912;CDL;APPAREILLAGE;80102;BATIBOX BOITE MULTI MAT  2P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;UN ET CE;520;2,84;;;;
70913;CDL;APPAREILLAGE;80103;BATIBOX BOITE MULTI MAT  3P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;UN ET CE;644;3,51;;;;
70914;CDL;APPAREILLAGE;62525;BLOC DE SECOURS SATI 60 LUMENS;LEGRAND ;UN ET CE;12000;63,02;;;;
70915;CDL;APPAREILLAGE;60866;BLOC DE SECOURS SATI AMBIANCE PERMANENTS 360 LUMENS;LEGRAND ;UN ET CE;39400;222,84;;;;
70916;CDL;APPAREILLAGE;62526;BLOC DE SECOURS SATI ETANCHE  60 LUMENS;LEGRAND ;UN ET CE;20200;114,25;;;;
70917;CDL;APPAREILLAGE;62566;BLOC DE SECOURS SATI ETANCHE 360 LUMENS;LEGRAND ;UN ET CE;38200;216,06;;;;
70918;CDL;APPAREILLAGE;62565;BLOC DE SECOURS SATI FLUO 360 LUMENS;LEGRAND ;UN ET CE;33100;187,21;;;;
70919;CDL;APPAREILLAGE;32734;BLOC REPARTITEUR TELEPHONE POUR 32910;LEGRAND ;UN ET CE;6230;35,23;;;;
70920;CDL;APPAREILLAGE;89246;BOITE D'APPLIQUE A SCELLER Ø40;LEGRAND ;UN ET CE;437;2,47;;;;
70921;CDL;APPAREILLAGE;89247;BOITE D'APPLIQUE A SCELLER Ø54 + COUVERCLE  DCL;LEGRAND ;UN ET CE;7;5,05;;;;
70922;CDL;APPAREILLAGE;89346;BOITE D'APPLIQUE CLOISON SECHE Ø40 + COUVERCLE;LEGRAND ;UN ET CE;372;2,10;;;;
70923;CDL;APPAREILLAGE;89347;BOITE D'APPLIQUE CLOISON SECHE Ø54 + COUVERCLE  DCL;LEGRAND ;UN ET CE;7;4,81;;;;
70924;CDL;APPAREILLAGE;89273;BOITE DE DERIVATION A SCELLER 165X115X40;LEGRAND ;UN ET CE;921;5,21;;;;
70925;CDL;APPAREILLAGE;89372;BOITE DE DERIVATION CLOISON SECHE 115X115X100;LEGRAND ;UN ET CE;788;5,34;;;;
70926;CDL;APPAREILLAGE;89373;BOITE DE DERIVATION CLOISON SECHE 160X105X100;LEGRAND ;UN ET CE;1010;5,71;;;;
70927;CDL;APPAREILLAGE;89374;BOITE DE DERIVATION CLOISON SECHE 170X170X100;LEGRAND ;UN ET CE;1600;9,05;;;;
70928;CDL;APPAREILLAGE;89375;BOITE DE DERIVATION CLOISON SECHE 170X230X50;LEGRAND ;UN ET CE;1890;10,69;;;;
70929;CDL;APPAREILLAGE;89381;BOITE DE DERIVATION POUR COMBLES 190X190X80  17 ENTREES;LEGRAND ;UN ET CE;3370;19,06;;;;
70930;CDL;APPAREILLAGE;89380;BOITE DE DERIVATION POUR COMBLES RONDE Ø140 15 ENTREES;LEGRAND ;UN ET CE;1360;7,69;;;;
70931;CDL;APPAREILLAGE;89274;BOITE D'ENCASTREMENT A SCELLER CARREE 175X175X40;LEGRAND ;UN ET CE;1130;6,39;;;;
70932;CDL;APPAREILLAGE;89223;BOITE D'ENCASTREMENT A SCELLER Ø65 PROF.30 POUR APPAREILLAGE VIS OU GRIFFES;LEGRAND ;UN ET CE;65;0,45;;;;
70933;CDL;APPAREILLAGE;89121;BOITE D'ENCASTREMENT A SCELLER PROF.30 65X65  POUR APPAREILLAGE A VIS;LEGRAND ;UN ET CE;133;0,92;;;;
70934;CDL;APPAREILLAGE;89126;BOITE D'ENCASTREMENT A SCELLER PROF.40 120X65   2 POSTES VERT. POUR APPAREILLAGE A VIS;LEGRAND ;UN ET CE;280;1,93;;;;
70935;CDL;APPAREILLAGE;89125;BOITE D'ENCASTREMENT A SCELLER PROF.40 65X65   POUR APPAREILLAGE A VIS;LEGRAND ;UN ET CE;132;0,91;;;;
70936;CDL;APPAREILLAGE;89401;BOITE D'ENCASTREMENT A SCELLER PROF.40 85X85   POUR APPAREILLAGE A VIS;LEGRAND ;UN ET CE;291;2,01;;;;
70937;CDL;APPAREILLAGE;89128;BOITE D'ENCASTREMENT A SCELLER PROF.50 65X65   POUR APPAREILLAGE A VIS;LEGRAND ;UN ET CE;184;1,27;;;;
70938;CDL;APPAREILLAGE;89251;BOITE D'ENCASTREMENT A SCELLER PROF.50 70X70 POUR APPAREILLAGE VIS OU GRIFFES;LEGRAND ;UN ET CE;196;1,35;;;;
70939;CDL;APPAREILLAGE;89342;BOITE D'ENCASTREMENT CLOISON SECHE DOUBLE ENTRAXE 57 MM  PROF. 40;LEGRAND ;UN ET CE;325;2,24;;;;
70940;CDL;APPAREILLAGE;89351;BOITE D'ENCASTREMENT CLOISON SECHE RONDE Ø65  PROF. 50 POUR APPAREILLAGE VIS OU GRIFFES;LEGRAND ;UN ET CE;168;1,16;;;;
70941;CDL;APPAREILLAGE;89348;BOITE D'ENCASTREMENT CLOISON SECHE RONDE Ø85  PROF. 40;LEGRAND ;UN ET CE;568;3,21;;;;
70942;CDL;APPAREILLAGE;92022;BOITE ETANCHE 100 X 100 A EMBOUTS;LEGRAND ;UN ET CE;575;3,25;;;;
70943;CDL;APPAREILLAGE;92207;BOITE ETANCHE 105 X 105 X 55  7 EMBOUTS;LEGRAND ;UN ET CE;562;3,17;;;;
70944;CDL;APPAREILLAGE;92032;BOITE ETANCHE 130 X 130 X 74  7 EMBOUTS;LEGRAND ;UN ET CE;1450;8,20;;;;
70945;CDL;APPAREILLAGE;92042;BOITE ETANCHE 155 X 110 X 74 10  EMBOUTS;LEGRAND ;UN ET CE;1370;7,74;;;;
70946;CDL;APPAREILLAGE;92052;BOITE ETANCHE 180 X 140 X 86 10  EMBOUTS;LEGRAND ;UN ET CE;1830;10,35;;;;
70947;CDL;APPAREILLAGE;92062;BOITE ETANCHE 200 X 170 X 86 14  EMBOUTS;LEGRAND ;UN ET CE;2510;14,20;;;;
70948;CDL;APPAREILLAGE;92205;BOITE ETANCHE 65 X 65 X 40 7 EMBOUTS;LEGRAND ;UN ET CE;272;1,54;;;;
70949;CDL;APPAREILLAGE;92012;BOITE ETANCHE 80 X 80 A EMBOUTS;LEGRAND ;UN ET CE;294;1,66;;;;
70950;CDL;APPAREILLAGE;92206;BOITE ETANCHE 80 X 80 X 45  7 EMBOUTS;LEGRAND ;UN ET CE;284;1,60;;;;
70951;CDL;APPAREILLAGE;92201;BOITE ETANCHE RONDE Ø 60 HT 40;LEGRAND ;UN ET CE;232;1,31;;;;
70952;CDL;APPAREILLAGE;92202;BOITE ETANCHE RONDE Ø 70 HT 45;LEGRAND ;UN ET CE;247;1,39;;;;
70953;CDL;APPAREILLAGE;89256;BOITE POINT DE CENTRE A SCELLER Ø65 + COUVERCLE;LEGRAND ;UN ET CE;536;3,03;;;;
70954;CDL;APPAREILLAGE;89257;BOITE POINT DE CENTRE A SCELLER Ø65 + COUVERCLE PRISE DCL;LEGRAND ;UN ET CE;798;5,50;;;;
70955;CDL;APPAREILLAGE;89357;BOITE POINT DE CENTRE CLOISON SECHE Ø65 + COUVERCLE PRISE DCL;LEGRAND ;UN ET CE;819;5,65;;;;
70956;CDL;APPAREILLAGE;89356;BOITE POINT DE CENTRE CLOISON SECHE Ø67  + COUVERCLE ET PITON;LEGRAND ;UN ET CE;460;3,17;;;;
70957;CDL;APPAREILLAGE;89550;BOITE POINT DE CENTRE POUR HOURDIS RONDE Ø95;LEGRAND ;UN ET CE;189;1,30;;;;
70958;CDL;APPAREILLAGE;03901;BOITIER TELECOMMANDE;LEGRAND ;UN ET CE;17400;98,41;;;;
70959;CDL;APPAREILLAGE;04905;BORNE ARRIVEE UNIVERSELLE;LEGRAND ;UN ET CE;446;2,52;;;;
70960;CDL;APPAREILLAGE;41645;BOUTON POUSSOIR PORTE-ETIQUETTE 70X35;LEGRAND ;UN ET CE;1640;9,27;;;;
70961;CDL;APPAREILLAGE;41647;BOUTON POUSSOIR PORTE-ETIQUETTE 70X70;LEGRAND ;UN ET CE;2190;12,39;;;;
70962;CDL;APPAREILLAGE;68161;CELIANE ENJOLIVEUR BLANC CDE INDIVIDUELLE VOLET ROULANT CPL;LEGRAND ;UN ET CE;657;3,71;;;;
70963;CDL;APPAREILLAGE;68003;CELIANE ENJOLIVEUR BLANC COMMANDE A VOYANT SIMPLE;LEGRAND ;UN ET CE;610;3,45;;;;
70964;CDL;APPAREILLAGE;68163;CELIANE ENJOLIVEUR BLANC COMMANDE CENTRALISEE VOLETS ROULANTS CPL;LEGRAND ;UN ET CE;1170;6,62;;;;
70965;CDL;APPAREILLAGE;68002;CELIANE ENJOLIVEUR BLANC COMMANDE DOUBLE;LEGRAND ;UN ET CE;357;2,02;;;;
70966;CDL;APPAREILLAGE;68001;CELIANE ENJOLIVEUR BLANC COMMANDE SIMPLE;LEGRAND ;UN ET CE;98;0,55;;;;
70967;CDL;APPAREILLAGE;68035;CELIANE ENJOLIVEUR BLANC INTERRUPTEUR AUTOMATIQUE;LEGRAND ;UN ET CE;903;5,11;;;;
70968;CDL;APPAREILLAGE;68111;CELIANE ENJOLIVEUR BLANC PRISE;LEGRAND ;UN ET CE;96;0,54;;;;
70969;CDL;APPAREILLAGE;68237;CELIANE ENJOLIVEUR BLANC PRISE RJ45 CAT5;LEGRAND ;UN ET CE;99;0,54;;;;
70970;CDL;APPAREILLAGE;68238;CELIANE ENJOLIVEUR BLANC PRISE TELEPHONE;LEGRAND ;UN ET CE;75;0,42;;;;
70971;CDL;APPAREILLAGE;68285;CELIANE ENJOLIVEUR BLANC PRISE TV RSAT.;LEGRAND ;UN ET CE;480;2,71;;;;
70972;CDL;APPAREILLAGE;68282;CELIANE ENJOLIVEUR BLANC PRISE TV SIMPLE;LEGRAND ;UN ET CE;99;0,56;;;;
70973;CDL;APPAREILLAGE;68141;CELIANE ENJOLIVEUR BLANC SORTIE DE CABLE;LEGRAND ;UN ET CE;346;1,95;;;;
70974;CDL;APPAREILLAGE;67253;CELIANE MECANISME COMMANDE CENTRALISEE VOLETS ROULANTS;LEGRAND ;UN ET CE;9840;55,65;;;;
70975;CDL;APPAREILLAGE;67251;CELIANE MECANISME COMMANDE INDIVIDUELLE VOLETS ROULANTS;LEGRAND ;UN ET CE;12900;72,96;;;;
